Year,Month,Date,Hour,Place,Temperature,Temperature Category,Day Status,Ride Demand
2023,8,6,20,Jayanagar,23.613104988068635,Moderate Temp (Clear),Holiday,125
2022,12,1,7,Whitefield,28.9467793171664,High Temp (Sunny),Working Day,76
2023,6,27,19,Vasanthnagar,24.50831477300533,Moderate Temp (Clear),Working Day,119
2023,3,17,11,Seshadripuram,24.32811587771131,Moderate Temp (Clear),Working Day,73
2022,4,15,19,Whitefield,22.80503652494905,Moderate Temp (Clear),Working Day,92
2024,6,20,8,Ulsoor,26.849802752116688,Moderate Temp (Clear),Working Day,99
2024,4,12,12,BTM Layout,29.21616180563652,High Temp (Sunny),Working Day,61
2023,9,4,12,Mahadevapura,25.81942766829888,Moderate Temp (Clear),Working Day,65
2023,10,19,6,Hebbal,23.92804060379531,Moderate Temp (Clear),Working Day,22
2024,8,4,20,HSR Layout,19.86949078500673,Moderate Temp (Clear),Holiday,150
2024,5,1,15,Domlur,21.358584494464008,Moderate Temp (Clear),Working Day,75
2023,9,25,14,Banashankari,25.96812937235624,Moderate Temp (Clear),Working Day,95
2024,8,5,2,Banashankari,28.69380344537248,High Temp (Sunny),Working Day,20
2023,9,25,6,Indiranagar,27.92508092545149,Moderate Temp (Clear),Working Day,24
2023,12,17,9,Bellandur,31.750629747172155,High Temp (Sunny),Holiday,101
2023,4,2,5,Vijaynagar,36.13298753758497,High Temp (Sunny),Holiday,21
2023,4,14,7,Bannerghatta,31.645795464313395,High Temp (Sunny),Working Day,67
2024,5,15,21,Rajarajeshwari Nagar,23.79514329471213,Moderate Temp (Clear),Working Day,114
2023,6,27,21,Koramangala,21.202080799882584,Moderate Temp (Clear),Working Day,107
2024,3,13,12,Vijaynagar,30.489055911155155,High Temp (Sunny),Working Day,54
2024,10,2,0,Bellandur,17.671645599933683,Low Temp (Rainy),Working Day,23
2024,10,12,0,Rajarajeshwari Nagar,24.44678179653936,Moderate Temp (Clear),Holiday,21
2024,2,10,8,Banashankari,30.678454983040517,High Temp (Sunny),Holiday,86
2022,6,19,22,Whitefield,22.74950649626217,Moderate Temp (Clear),Holiday,111
2024,6,27,3,Marathahalli,21.0211036267439,Moderate Temp (Clear),Working Day,20
2023,9,28,11,Rajarajeshwari Nagar,32.718999147955344,High Temp (Sunny),Working Day,59
2024,3,12,19,Jayanagar,24.96500441745554,Moderate Temp (Clear),Working Day,130
2023,1,21,4,Yeshwantpur,25.20049338999047,Moderate Temp (Clear),Holiday,24
2022,6,7,20,Shivajinagar,17.832946541216018,Low Temp (Rainy),Working Day,43
2023,9,21,10,Rajajinagar,20.8581812923209,Moderate Temp (Clear),Working Day,94
2024,6,6,2,Jeevanbhima Nagar,32.181448093168584,High Temp (Sunny),Working Day,20
2022,1,27,4,Vasanthnagar,15.69627997001409,Low Temp (Rainy),Working Day,24
2022,8,6,19,Ulsoor,20.821801644915304,Moderate Temp (Clear),Holiday,123
2024,12,2,20,Rajajinagar,29.808270739905023,High Temp (Sunny),Working Day,74
2022,11,16,14,Koramangala,30.01695155274352,High Temp (Sunny),Working Day,44
2024,6,21,22,Sadashivanagar,22.724847152906424,Moderate Temp (Clear),Working Day,88
2024,4,3,0,Marathahalli,37.22309974336682,High Temp (Sunny),Working Day,24
2024,6,5,18,Seshadripuram,30.26959559148334,High Temp (Sunny),Working Day,86
2023,4,21,13,Whitefield,29.594247931699545,High Temp (Sunny),Working Day,44
2024,4,14,1,Mahadevapura,34.8182257277215,High Temp (Sunny),Holiday,22
2024,9,15,10,Banashankari,25.537524919466524,Moderate Temp (Clear),Holiday,122
2024,6,3,15,Banashankari,17.736366584156997,Low Temp (Rainy),Working Day,50
2024,11,20,8,BTM Layout,29.17234432472516,High Temp (Sunny),Working Day,75
2022,8,3,23,Whitefield,19.76906148131824,Moderate Temp (Clear),Working Day,82
2023,1,27,4,Hebbal,25.757057431626865,Moderate Temp (Clear),Working Day,25
2024,5,4,12,Vasanthnagar,18.55483909560379,Moderate Temp (Clear),Holiday,116
2022,10,11,3,Yelahanka,20.262640862460422,Moderate Temp (Clear),Working Day,20
2024,5,20,5,Jayanagar,22.803485524738356,Moderate Temp (Clear),Working Day,25
2024,5,14,7,Rajajinagar,18.954174300956065,Moderate Temp (Clear),Working Day,96
2024,3,18,9,Sadashivanagar,20.670501364166373,Moderate Temp (Clear),Working Day,112
2024,12,4,4,Vijaynagar,31.96657915878132,High Temp (Sunny),Working Day,23
2024,5,28,12,Jayanagar,16.74662472755709,Low Temp (Rainy),Working Day,56
2024,10,18,10,Ulsoor,26.896784371783284,Moderate Temp (Clear),Working Day,116
2023,6,15,22,Indiranagar,25.835455296820804,Moderate Temp (Clear),Working Day,76
2024,10,25,13,Mahadevapura,22.10668566717163,Moderate Temp (Clear),Working Day,92
2023,7,14,19,HSR Layout,23.796533674441054,Moderate Temp (Clear),Working Day,108
2024,12,1,22,Sadashivanagar,27.148753082225355,Moderate Temp (Clear),Holiday,140
2023,2,16,3,Seshadripuram,15.343483018977672,Low Temp (Rainy),Working Day,21
2024,12,14,15,Bellandur,29.48039616315907,High Temp (Sunny),Holiday,99
2024,8,24,15,Yelahanka,19.813945021210397,Moderate Temp (Clear),Holiday,121
2024,6,17,3,Jeevanbhima Nagar,22.11926705770098,Moderate Temp (Clear),Working Day,25
2024,1,16,21,Vijaynagar,26.14460399795201,Moderate Temp (Clear),Working Day,126
2023,3,22,15,Sadashivanagar,24.62055474402433,Moderate Temp (Clear),Working Day,74
2024,3,17,23,Jayanagar,19.508012576379024,Moderate Temp (Clear),Holiday,121
2024,8,5,9,Marathahalli,28.109557692831853,High Temp (Sunny),Working Day,100
2022,8,22,22,Hebbal,30.99826501463076,High Temp (Sunny),Working Day,32
2024,8,22,0,Ulsoor,18.894005869205667,Moderate Temp (Clear),Working Day,22
2023,6,11,16,Rajarajeshwari Nagar,23.89758842381264,Moderate Temp (Clear),Holiday,128
2023,11,28,9,Koramangala,30.387199065973384,High Temp (Sunny),Working Day,79
2023,7,22,19,Yeshwantpur,19.027038125868614,Moderate Temp (Clear),Holiday,107
2024,7,8,5,Malleswaram,21.000983008720283,Moderate Temp (Clear),Working Day,22
2024,7,4,23,JP Nagar,20.15866540483477,Moderate Temp (Clear),Working Day,81
2022,11,18,6,Bannerghatta,25.41610888878552,Moderate Temp (Clear),Working Day,21
2023,2,14,14,Yelahanka,29.075358583365897,High Temp (Sunny),Working Day,46
2024,10,4,16,Seshadripuram,20.21338783719068,Moderate Temp (Clear),Working Day,120
2023,4,11,2,Jeevanbhima Nagar,23.09480699224393,Moderate Temp (Clear),Working Day,20
2023,1,25,16,Marathahalli,17.92016985550996,Low Temp (Rainy),Working Day,58
2022,11,26,6,R.T. Nagar,21.812460461793364,Moderate Temp (Clear),Holiday,22
2024,8,10,20,Jeevanbhima Nagar,11.84753446153422,Low Temp (Rainy),Holiday,116
2023,1,27,17,Jeevanbhima Nagar,30.04654734218705,High Temp (Sunny),Working Day,65
2024,4,26,9,Vasanthnagar,25.387427855969417,Moderate Temp (Clear),Working Day,113
2024,12,10,0,Domlur,31.66069068683574,High Temp (Sunny),Working Day,21
2024,9,2,2,Mahadevapura,27.440174342255133,Moderate Temp (Clear),Working Day,25
2024,9,7,23,JP Nagar,19.869742650238727,Moderate Temp (Clear),Holiday,118
2022,9,3,22,HSR Layout,23.944733880422618,Moderate Temp (Clear),Holiday,83
2023,3,9,16,Bannerghatta,23.705377056033885,Moderate Temp (Clear),Working Day,104
2023,11,14,23,R.T. Nagar,28.44669095943545,High Temp (Sunny),Working Day,38
2023,8,6,6,Jeevanbhima Nagar,13.240293783367235,Low Temp (Rainy),Holiday,20
2022,10,21,9,Mahadevapura,27.43619614861832,Moderate Temp (Clear),Working Day,76
2024,8,10,15,Koramangala,27.81790183951605,Moderate Temp (Clear),Holiday,154
2024,8,27,16,JP Nagar,19.231768580164985,Moderate Temp (Clear),Working Day,120
2024,10,6,17,Hebbal,22.26684484650517,Moderate Temp (Clear),Holiday,148
2022,5,20,17,Indiranagar,26.93467314661683,Moderate Temp (Clear),Working Day,78
2023,2,16,8,R.T. Nagar,29.69397315429601,High Temp (Sunny),Working Day,68
2024,7,19,5,Bannerghatta,14.597606301439058,Low Temp (Rainy),Working Day,21
2022,12,2,18,JP Nagar,8.814817753069407,Low Temp (Rainy),Working Day,70
2024,12,18,22,Mahadevapura,30.55524511114905,High Temp (Sunny),Working Day,51
2022,10,12,15,Marathahalli,11.977562044744266,Low Temp (Rainy),Working Day,28
2024,1,3,3,Indiranagar,23.738785623378604,Moderate Temp (Clear),Working Day,23
2023,5,17,16,R.T. Nagar,16.64937930694269,Low Temp (Rainy),Working Day,62
2022,9,23,16,Whitefield,39.550457112766864,High Temp (Sunny),Working Day,67
2022,5,9,18,Jeevanbhima Nagar,24.709327270933272,Moderate Temp (Clear),Working Day,96
2022,5,8,12,Ulsoor,18.884267987246645,Moderate Temp (Clear),Holiday,112
2023,2,28,11,JP Nagar,24.13702640839751,Moderate Temp (Clear),Working Day,81
2024,11,4,0,JP Nagar,11.594024234074135,Low Temp (Rainy),Working Day,20
2023,5,23,1,Shivajinagar,18.30052194995637,Moderate Temp (Clear),Working Day,25
2024,5,8,4,Yeshwantpur,17.512088952957523,Low Temp (Rainy),Working Day,23
2024,9,11,16,Whitefield,36.48887184076109,High Temp (Sunny),Working Day,79
2023,9,7,8,Indiranagar,25.714733074105705,Moderate Temp (Clear),Working Day,106
2023,9,13,10,Koramangala,28.601203341483387,High Temp (Sunny),Working Day,90
2022,5,21,23,Ulsoor,27.49707951886751,Moderate Temp (Clear),Holiday,96
2024,1,7,19,Mahadevapura,25.119742826582147,Moderate Temp (Clear),Holiday,138
2024,10,8,6,Rajajinagar,24.736015315861497,Moderate Temp (Clear),Working Day,21
2024,5,9,20,Indiranagar,22.747822933705816,Moderate Temp (Clear),Working Day,103
2022,5,3,18,Seshadripuram,24.255771900867916,Moderate Temp (Clear),Working Day,90
2024,6,8,5,Banashankari,18.273021027158286,Moderate Temp (Clear),Holiday,24
2024,2,1,1,Yelahanka,16.270820904293032,Low Temp (Rainy),Working Day,22
2024,12,14,17,Shivajinagar,8.122431527938764,Low Temp (Rainy),Holiday,124
2024,6,4,17,JP Nagar,27.63376054246021,Moderate Temp (Clear),Working Day,127
2023,1,4,15,Marathahalli,24.798089369029903,Moderate Temp (Clear),Working Day,78
2024,4,19,6,Hebbal,20.316395241158208,Moderate Temp (Clear),Working Day,25
2023,8,6,8,Vasanthnagar,15.512047154985488,Low Temp (Rainy),Holiday,78
2023,9,26,9,Jeevanbhima Nagar,11.903037932955293,Low Temp (Rainy),Working Day,54
2022,9,25,10,Hebbal,19.12112172579061,Moderate Temp (Clear),Holiday,116
2023,7,12,10,Bellandur,23.258828055355544,Moderate Temp (Clear),Working Day,109
2024,2,6,1,Ulsoor,28.24612427610983,High Temp (Sunny),Working Day,25
2022,5,25,4,JP Nagar,24.86427310303737,Moderate Temp (Clear),Working Day,21
2022,7,15,15,Sadashivanagar,23.73175709140054,Moderate Temp (Clear),Working Day,64
2024,6,28,3,Yeshwantpur,28.506857322939887,High Temp (Sunny),Working Day,25
2024,6,20,16,Vasanthnagar,11.012291923761206,Low Temp (Rainy),Working Day,80
2024,11,26,18,Domlur,28.695095436788375,High Temp (Sunny),Working Day,94
2024,9,7,22,Ulsoor,29.75082819099765,High Temp (Sunny),Holiday,93
2023,12,6,1,Shivajinagar,21.39024280399656,Moderate Temp (Clear),Working Day,23
2024,2,17,11,Banashankari,32.64330741892402,High Temp (Sunny),Holiday,86
2024,11,27,13,Koramangala,18.7873080853347,Moderate Temp (Clear),Working Day,100
2023,4,4,2,Whitefield,28.187151951171245,High Temp (Sunny),Working Day,24
2023,12,19,3,Whitefield,25.517515845779847,Moderate Temp (Clear),Working Day,23
2022,6,18,20,Seshadripuram,24.14575308168256,Moderate Temp (Clear),Holiday,127
2022,6,16,0,Indiranagar,20.606376229290277,Moderate Temp (Clear),Working Day,24
2023,5,25,11,Vasanthnagar,16.726751991323724,Low Temp (Rainy),Working Day,57
2024,12,13,19,Rajarajeshwari Nagar,15.67564559146649,Low Temp (Rainy),Working Day,77
2024,6,11,1,Yelahanka,39.11194421913429,High Temp (Sunny),Working Day,25
2023,7,12,7,HSR Layout,19.249850215765537,Moderate Temp (Clear),Working Day,99
2024,3,4,8,Banashankari,24.688254509445425,Moderate Temp (Clear),Working Day,122
2024,4,23,17,Rajajinagar,25.35220671214424,Moderate Temp (Clear),Working Day,118
2024,12,27,23,Bellandur,24.311144786014825,Moderate Temp (Clear),Working Day,102
2023,8,1,23,Banashankari,31.507358177269357,High Temp (Sunny),Working Day,64
2022,4,13,13,Marathahalli,25.075905013574065,Moderate Temp (Clear),Working Day,87
2022,5,23,11,Vasanthnagar,24.943725532975915,Moderate Temp (Clear),Working Day,63
2024,5,26,5,HSR Layout,21.62669318152141,Moderate Temp (Clear),Holiday,25
2023,10,13,12,Hebbal,6.644251127174044,Low Temp (Rainy),Working Day,50
2024,2,19,11,Whitefield,18.555073746704164,Moderate Temp (Clear),Working Day,90
2023,7,19,2,Mahadevapura,21.77889111192914,Moderate Temp (Clear),Working Day,20
2022,9,22,3,BTM Layout,28.552874699526857,High Temp (Sunny),Working Day,23
2024,4,12,6,Yeshwantpur,24.907647586689425,Moderate Temp (Clear),Working Day,22
2023,6,16,2,HSR Layout,22.60520580581836,Moderate Temp (Clear),Working Day,25
2023,4,25,2,Seshadripuram,15.755860376417596,Low Temp (Rainy),Working Day,22
2024,2,4,12,JP Nagar,11.448701037491734,Low Temp (Rainy),Holiday,84
2024,3,25,21,Hebbal,20.425596483583966,Moderate Temp (Clear),Working Day,109
2022,7,9,1,Vijaynagar,17.073844466858226,Low Temp (Rainy),Holiday,20
2024,1,16,14,Jeevanbhima Nagar,34.46989220630461,High Temp (Sunny),Working Day,27
2022,12,28,9,Whitefield,18.362734774305203,Moderate Temp (Clear),Working Day,99
2024,10,26,14,Shivajinagar,19.28680590776614,Moderate Temp (Clear),Holiday,147
2023,1,12,16,BTM Layout,23.66158422864883,Moderate Temp (Clear),Working Day,92
2024,11,17,21,Jayanagar,22.81533520777662,Moderate Temp (Clear),Holiday,123
2024,12,6,1,Rajarajeshwari Nagar,27.577582678585586,Moderate Temp (Clear),Working Day,22
2023,10,9,7,Vijaynagar,20.83562072919633,Moderate Temp (Clear),Working Day,94
2023,6,8,12,HSR Layout,26.74262915760998,Moderate Temp (Clear),Working Day,84
2022,8,16,17,Jeevanbhima Nagar,14.38863372992746,Low Temp (Rainy),Working Day,57
2024,6,4,0,Jayanagar,27.240340722192634,Moderate Temp (Clear),Working Day,25
2023,3,22,0,Yeshwantpur,31.316503862911222,High Temp (Sunny),Working Day,23
2023,3,7,16,Malleswaram,36.91941166133645,High Temp (Sunny),Working Day,74
2024,6,21,14,BTM Layout,26.542452248599187,Moderate Temp (Clear),Working Day,86
2024,9,10,16,Mahadevapura,21.569250566920758,Moderate Temp (Clear),Working Day,103
2022,10,2,3,Hebbal,21.557825522691477,Moderate Temp (Clear),Holiday,23
2022,1,28,17,Vijaynagar,23.702810538233813,Moderate Temp (Clear),Working Day,90
2024,1,7,23,Jeevanbhima Nagar,25.87208077186055,Moderate Temp (Clear),Holiday,119
2024,2,18,16,Marathahalli,22.609895206214293,Moderate Temp (Clear),Holiday,131
2024,12,20,4,Sadashivanagar,16.333395209180598,Low Temp (Rainy),Working Day,20
2022,1,15,0,Rajajinagar,19.843366671872506,Moderate Temp (Clear),Holiday,20
2024,6,25,19,Yeshwantpur,22.41198137423303,Moderate Temp (Clear),Working Day,109
2023,10,9,3,Ulsoor,20.805420932987577,Moderate Temp (Clear),Working Day,24
2024,4,26,15,Shivajinagar,23.70156532175347,Moderate Temp (Clear),Working Day,76
2022,2,15,18,HSR Layout,21.252856953224843,Moderate Temp (Clear),Working Day,69
2023,12,21,4,Banashankari,31.420009796089875,High Temp (Sunny),Working Day,22
2024,6,22,13,Seshadripuram,20.865360988999885,Moderate Temp (Clear),Holiday,114
2024,5,19,10,Sadashivanagar,18.417516257385397,Moderate Temp (Clear),Holiday,115
2024,1,7,5,Jeevanbhima Nagar,34.60167963817639,High Temp (Sunny),Holiday,25
2024,8,5,19,Vijaynagar,14.568413913962791,Low Temp (Rainy),Working Day,62
2024,9,19,15,Yelahanka,17.429513409955533,Low Temp (Rainy),Working Day,71
2024,2,8,8,Jeevanbhima Nagar,11.743747322470176,Low Temp (Rainy),Working Day,93
2023,7,24,17,Malleswaram,31.00351397655647,High Temp (Sunny),Working Day,87
2024,10,1,12,Hebbal,21.312103286923737,Moderate Temp (Clear),Working Day,76
2024,2,8,14,Marathahalli,16.820652375482148,Low Temp (Rainy),Working Day,55
2023,6,5,20,Koramangala,16.341921102992032,Low Temp (Rainy),Working Day,91
2024,2,11,17,Mahadevapura,31.129693728318564,High Temp (Sunny),Holiday,84
2024,8,25,18,BTM Layout,32.10551781170203,High Temp (Sunny),Holiday,93
2024,11,10,15,Bannerghatta,28.781961563191437,High Temp (Sunny),Holiday,90
2022,6,5,5,BTM Layout,24.058177773552693,Moderate Temp (Clear),Holiday,22
2023,3,6,16,Jeevanbhima Nagar,23.78127855086732,Moderate Temp (Clear),Working Day,116
2024,2,25,1,Jeevanbhima Nagar,27.675063946722812,Moderate Temp (Clear),Holiday,24
2024,4,17,19,Sadashivanagar,20.116033486602696,Moderate Temp (Clear),Working Day,96
2023,3,5,5,Malleswaram,30.00595086984632,High Temp (Sunny),Holiday,22
2024,10,2,16,Shivajinagar,23.536041704114435,Moderate Temp (Clear),Working Day,92
2022,11,23,15,R.T. Nagar,16.99993709346326,Low Temp (Rainy),Working Day,39
2024,4,13,20,Koramangala,27.19329215154216,Moderate Temp (Clear),Holiday,155
2023,5,11,5,Marathahalli,18.670691200649955,Moderate Temp (Clear),Working Day,24
2024,10,22,4,Jeevanbhima Nagar,17.852087132923316,Low Temp (Rainy),Working Day,23
2023,4,3,22,Marathahalli,20.705301665658943,Moderate Temp (Clear),Working Day,83
2024,6,15,0,Ulsoor,19.157227490888545,Moderate Temp (Clear),Holiday,24
2024,11,27,17,Marathahalli,26.812900305969404,Moderate Temp (Clear),Working Day,105
2023,5,2,4,Banashankari,25.619366834021527,Moderate Temp (Clear),Working Day,25
2024,9,18,23,Indiranagar,21.432478421591103,Moderate Temp (Clear),Working Day,95
2023,3,28,4,Hebbal,24.25785254442225,Moderate Temp (Clear),Working Day,22
2022,2,18,20,Jayanagar,19.548278208745888,Moderate Temp (Clear),Working Day,98
2024,1,15,4,HSR Layout,32.95724226634848,High Temp (Sunny),Working Day,24
2022,6,27,19,Mahadevapura,18.18191470159811,Moderate Temp (Clear),Working Day,92
2023,7,6,13,Bannerghatta,20.82105505933724,Moderate Temp (Clear),Working Day,93
2023,11,17,23,Bannerghatta,26.53880808613006,Moderate Temp (Clear),Working Day,87
2022,7,17,16,Indiranagar,31.95963272596545,High Temp (Sunny),Holiday,87
2024,9,15,4,Mahadevapura,27.155234553342773,Moderate Temp (Clear),Holiday,21
2023,9,25,17,Jayanagar,19.909310764854936,Moderate Temp (Clear),Working Day,98
2024,4,13,1,BTM Layout,29.99312101095933,High Temp (Sunny),Holiday,23
2024,12,16,11,Vasanthnagar,25.228973973880954,Moderate Temp (Clear),Working Day,94
2023,6,4,4,Vijaynagar,23.846648075962246,Moderate Temp (Clear),Holiday,24
2022,1,5,12,BTM Layout,28.19704111005455,High Temp (Sunny),Working Day,36
2024,4,1,8,Seshadripuram,24.864051721411727,Moderate Temp (Clear),Working Day,107
2024,12,21,19,Koramangala,15.774208072039707,Low Temp (Rainy),Holiday,122
2023,2,4,10,HSR Layout,9.47226303966702,Low Temp (Rainy),Holiday,84
2022,8,15,6,Indiranagar,28.32392190768613,High Temp (Sunny),Working Day,25
2024,9,4,8,Vasanthnagar,32.537622606324064,High Temp (Sunny),Working Day,83
2022,9,27,22,Rajarajeshwari Nagar,25.14897269686064,Moderate Temp (Clear),Working Day,57
2024,5,2,20,Seshadripuram,15.914556516430263,Low Temp (Rainy),Working Day,73
2023,9,25,22,JP Nagar,13.867439255247657,Low Temp (Rainy),Working Day,69
2022,9,18,20,R.T. Nagar,19.819338510483338,Moderate Temp (Clear),Holiday,103
2022,6,22,3,Jeevanbhima Nagar,16.564931375868078,Low Temp (Rainy),Working Day,25
2024,9,27,16,Yeshwantpur,28.952127909729064,High Temp (Sunny),Working Day,74
2022,4,23,5,Bannerghatta,24.012184467912327,Moderate Temp (Clear),Holiday,22
2024,2,28,0,Seshadripuram,20.392083525301537,Moderate Temp (Clear),Working Day,21
2023,6,17,11,Shivajinagar,26.45848582666604,Moderate Temp (Clear),Holiday,107
2022,11,10,17,Whitefield,27.10668963791766,Moderate Temp (Clear),Working Day,94
2023,11,26,7,Vasanthnagar,30.979940020675556,High Temp (Sunny),Holiday,82
2023,3,27,9,Sadashivanagar,18.166574517750725,Moderate Temp (Clear),Working Day,107
2024,4,4,0,Jeevanbhima Nagar,17.723558216008477,Low Temp (Rainy),Working Day,20
2024,11,28,14,Indiranagar,20.62537009320258,Moderate Temp (Clear),Working Day,92
2024,12,25,15,Banashankari,29.76166485564714,High Temp (Sunny),Working Day,73
2023,10,16,13,HSR Layout,25.213080846566832,Moderate Temp (Clear),Working Day,82
2023,4,12,5,Indiranagar,16.60856493221111,Low Temp (Rainy),Working Day,20
2024,1,11,23,Rajarajeshwari Nagar,31.45523921130294,High Temp (Sunny),Working Day,72
2024,1,23,0,Bannerghatta,29.53160786988281,High Temp (Sunny),Working Day,22
2024,6,1,13,Shivajinagar,25.95462033060768,Moderate Temp (Clear),Holiday,122
2023,11,12,6,Vasanthnagar,23.685285626401303,Moderate Temp (Clear),Holiday,25
2023,9,16,8,Koramangala,14.509575102562216,Low Temp (Rainy),Holiday,92
2024,10,23,1,Indiranagar,26.405560368302496,Moderate Temp (Clear),Working Day,25
2023,4,23,19,Bellandur,26.34017560266168,Moderate Temp (Clear),Holiday,143
2024,6,15,13,Ulsoor,22.25781549285705,Moderate Temp (Clear),Holiday,110
2022,11,5,7,Bannerghatta,19.88447324859993,Moderate Temp (Clear),Holiday,105
2023,5,21,14,Ulsoor,23.440280875363094,Moderate Temp (Clear),Holiday,123
2024,2,8,7,Indiranagar,15.370820934974724,Low Temp (Rainy),Working Day,95
2023,6,23,5,Koramangala,13.040572827596542,Low Temp (Rainy),Working Day,22
